,index,question,response,answer,output,conv_actual_answer,conv_predicted_answer,f1_score,exact
106,106,Which candidates participated in the 2016 Kentucky Republican Primary for United States Senate and how many votes did each candidate receive?,"Decompose to subquestions-  
sq1. What candidates participated in the 2016 Kentucky Republican Primary for United States Senate? (independent)  
sq2. How many votes did each candidate receive? (depends on sq1)  

answers:  
Answer to sq1: Rand Paul, James Gould, Stephen Slaughter.  
Answer to sq2: Rand Paul received 169,180 votes, James Gould received 16,611 votes, Stephen Slaughter received 13,728 votes.  

final_answer: Rand Paul (169,180 votes), James Gould (16,611 votes), Stephen Slaughter (13,728 votes).","Paul of the Republican party won the 2016 United States Senate elections receiving 169,180 votes, James Gould received 16,611 and Stephen Slaughter received 13,728.","Rand Paul (169,180 votes), James Gould (16,611 votes), Stephen Slaughter (13,728 votes) 
","paul of the republican party won the 2016 united states senate elections receiving 169,180 votes, james gould received 16,611 and stephen slaughter received 13,728","rand paul (169,180 votes), james gould (16,611 votes), stephen slaughter (13,728 votes)",52.94117647058824,0.0
107,107,Who won the 1945 election and what proportion of the seats did they win?,"Decompose to subquestions- 
sq1. Which party won the 1945 Austrian legislative election? (independent) 
sq2. What proportion of the seats did that party win? (depends on sq1)

answers: 
Answer to sq1: Austrian People's Party (Österreichische Volkspartei).
Answer to sq2: 85 seats.

final_answer: Austrian People's Party (Österreichische Volkspartei), 85 seats.","The result was a victory for the Austrian People's Party, which received 85 of the 165 seats.","Austrian People's Party, 85 seats 
","the result was a victory for the austrian people's party, which received 85 of the 165 seats","austrian people's party, 85 seats",55.55555555555556,0.0
108,108,What film roles did Alex D. Linz have in 1997?,"decomposition: |
  sq1. What films did Alex D. Linz appear in during 1997? (independent)
  sq2. What roles did Alex D. Linz play in those films? (depends on sq1)
answers: |
  Answer to sq1: The films Alex D. Linz appeared in during 1997 are Home Alone 3.
  Answer to sq2: In Home Alone 3, Alex D. Linz played the role of Alex Pruitt.
final_answer: Home Alone 3, Alex Pruitt.",Alex D. Linz starred in the films Home Alone 3 in 1997 as Alex Pruitt.,"Home Alone 3, Alex Pruitt 
",alex d. linz starred in the films home al1 3 in 1997 as alex pruitt,"home al1 3, alex pruitt",52.63157894736842,0.0
109,109,How many fans attended the October 9th and October 10th Cleveland Indians games?,"Decompose to subquestions-  
sq1. What was the attendance for the Cleveland Indians game on October 9th? (independent)  
sq2. What was the attendance for the Cleveland Indians game on October 10th? (independent)  
sq3. What is the total attendance for the games on October 9th and October 10th? (depends on sq1, sq2)  

answers:  
Answer to sq1: The attendance on October 9th was 81,897.  
Answer to sq2: The attendance on October 10th was 86,288.  
Answer to sq3: The total attendance for October 9th and October 10th is 81,897 + 86,288 = 168,185.  

final_answer: 168,185.","81,897 fans attended 1948 Cleveland Indians season but one day later, that record was broken during Game 5.","168,185 
","81,897 fans at10ded 1948 cleveland indians season but 1 day later, that record was broken during game 5","168,185",0.0,0.0
110,110,"Who came in second to Fabian Coulthard during the 2016 Clipsal 500 Top Ten Shootout, and what was his time?","Decompose to subquestions-  
sq1. Who came in second in the 2016 Clipsal 500 Top Ten Shootout? (independent)  
sq2. What was the time of the second-place driver? (depends on sq1)  

answers:  
Answer to sq1: Chaz Mostert came in second to Fabian Coulthard.  
Answer to sq2: Chaz Mostert's time was 1:21.3071.  

final_answer: Chaz Mostert, 1:21.3071.","Of the remaining runners, Mostert got closest to Coulthard's time with 1:21.3071.","Chaz Mostert, 1:21.3071 
","of the remaining runners, mostert got closest to coulthard's time with 1:21.3071","chaz mostert, 1:21.3071",28.571428571428577,0.0
111,111,How many of each type of sponsor did the 1998 Winter Olympics have?,"Decompose to subquestions-  
sq1. How many Worldwide Olympic Partners were there? (independent)  
sq2. How many Gold Sponsors were there? (independent)  
sq3. How many Official Supporters and Suppliers were there? (independent)  

answers:  
Answer to sq1: 15 Worldwide Olympic Partners.  
Answer to sq2: 6 Gold Sponsors.  
Answer to sq3: 34 Official Supporters and Suppliers.  

final_answer: 15 Worldwide Olympic Partners, 6 Gold Sponsors, 34 Official Supporters and Suppliers.","The 1998 Winter Olympics had 11 Worldwide Olympic Partners, eight Gold Sponsors, and 18 Official Supporters and Suppliers.","15, 6, 34 
","the 1998 winter olympics had 11 worldwide olympic partners, 8 gold sponsors, and 18 official supporters and suppliers","15, 6, 34",0.0,0.0
112,112,What was Noel Comia Jr awarded for in 2017 as best actor at Cinemalaya?,"Decomposition to subquestions-  
sq1. What recognition did Noel Comia Jr. receive in 2017 for best actor at Cinemalaya? (independent)  
sq2. What is the specific work he was recognized for? (depends on sq1)  

Answers-  
Answer to sq1: Noel Comia Jr. was awarded Best Actor.  
Answer to sq2: The specific work he was recognized for is Kiko Boksingero.  

Final answer: Best Actor for Kiko Boksingero.","In 2017, Noel Jr. was awarded the Best Actor at the Cinemalaya 2017 for Kiko Boksingero.","Best Actor 
","in 2017, noel jr. was awarded the best actor at the cinemalaya 2017 for kiko boksingero",best actor,25.0,0.0
113,113,Who won the 1969 Turkish general election and how many seats did they win?,"Decompose to subquestions-  
sq1. Which party won the 1969 Turkish general election? (independent)  
sq2. How many seats did that party win? (depends on sq1)  

answers:  
Answer to sq1: Justice Party won the 1969 Turkish general election.  
Answer to sq2: Justice Party won 256 seats.  

final_answer: Justice Party, 256.","The 1969 Turkish general election result was a victory for the Justice Party, which won 256 of the 450 seats.","Justice Party, 256 
","the 1969 turkish general election result was a victory for the justice party, which won 256 of the 450 seats","justice party, 256",31.57894736842105,0.0
114,114,What role did Melonie Diaz take after 2005?,"Decompose to subquestions-  
sq1. What films did Melonie Diaz appear in after 2005? (independent)  
sq2. What roles did she play in those films? (depends on sq1)  

answers:  
Answer to sq1: The films Melonie Diaz appeared in after 2005 are:
- A Guide to Recognizing Your Saints (2006)
- Itty Bitty Titty Committee (2007)
- Remember the Daze (2007)
- Feel the Noise (2007)
- American Son (2008)
- I'll Come Running (2008)
- Assassination of a High School President (2008)
- Be Kind Rewind (2008)
- Hamlet 2 (2008)
- Nothing like the Holidays (2008)
- She Wants Me (2012)
- Supporting Characters (2012)
- Save the Date (2012)
- Fruitvale Station (2013)
- X/Y (2014)
- The Cobbler (2014)
- Ghost Team (2016)
- The Belko Experiment (2016)
- And Then I Go (2017)
- Gringo (2018)
- All About Nina (2018)
- The First Purge (2018)

Answer to sq2: The roles she played in those films are:
- Young Laurie (A Guide to Recognizing Your Saints)
- Anna (Itty Bitty Titty Committee)
- Brianne (Remember the Daze)
- Mimi (Feel the Noise)
- Cristina (American Son)
- Veronica (I'll Come Running)
- Clara (Assassination of a High School President)
- Alma (Be Kind Rewind)
- Ivonne (Hamlet 2)
- Marissa (Nothing like the Holidays)
- Gwen (She Wants Me)
- Liana (Supporting Characters)
- Isabelle (Save the Date)
- Sophina (Fruitvale Station)
- Jen (X/Y)
- Carmen (The Cobbler)
- Ellie (Ghost Team)
- Dany Wilkins (The Belko Experiment)
- Ms. Meier (And Then I Go)
- Mia (Gringo)
- Gloria (All About Nina)
- Juani (The First Purge)

final_answer: Young Laurie, Anna, Brianne, Mimi, Cristina, Veronica, Clara, Alma, Ivonne, Marissa, Gwen, Liana, Isabelle, Sophina, Jen, Carmen, Ellie, Dany Wilkins, Ms. Meier, Mia, Gloria, Juani.","Melonie Diaz appeared as Blanca in Lords of Dogtown (2005) and as Laurie in A Guide to Recognizing Your Saints (2006), and she was nominated for an Independent Spirit Award for Best Supporting Female.","Young Laurie, Anna, Brianne, Mimi, Cristina, Veronica, Clara, Alma, Ivonne, Marissa, Gwen, Liana, Isabelle, Sophina, Jen, Carmen, Ellie, Dany Wilkins, Ms. Meier, Mia, Gloria, Juani 
","melonie diaz appeared as blanca in lords of dogtown (2005) and as laurie in a guide to recognizing your saints (2006), and she was nominated for an independent spirit award for best supporting female","young laurie, anna, brianne, mimi, cristina, veronica, clara, alma, ivonne, marissa, gwen, liana, isabelle, sophina, jen, carmen, ellie, dany wilkins, ms. meier, mia, gloria, juani",3.508771929824561,0.0
115,115,What was the voter turnout for the 2004 Philippine presidential election?,"Decompose to subquestions- 
sq1. What was the total number of votes cast in the 2004 Philippine presidential election?
sq2. What was the total number of registered voters for the 2004 Philippine presidential election?
sq3. What is the voter turnout percentage calculated from sq1 and sq2?

answers: |
Answer to sq1: 33,510,092
Answer to sq2: 43,895,324
Answer to sq3: Voter turnout = (Votes cast / Registered voters) * 100 = (33,510,092 / 43,895,324) * 100 = 76.34%

final_answer: 76.34%","In 2004 Philippine presidential election, out of the 43,895,324 registered voters, there was a voter turn-out of 76.34%.","76.34% 
","in 2004 philippine presidential election, out of the 43,895,324 registered voters, there was a voter turn-out of 76.34",76.34%,11.76470588235294,0.0
116,116,How did Lansiquot perform in the 2018 European Championships in Berlin?,"Decompose to subquestions-  
sq1. What events did Imani-Lara Lansiquot participate in during the 2018 European Championships in Berlin? (independent)  
sq2. What positions did she achieve in those events? (depends on sq1)  
sq3. Extract the times for the events she participated in during the 2018 European Championships. (depends on sq1)  

answers:  
Answer to sq1: Imani-Lara Lansiquot participated in two events: 100 m and 4 × 100 m at the 2018 European Championships in Berlin.  
Answer to sq2: She placed 6th in the 100 m event and 1st in the 4 × 100 m event.  
Answer to sq3: The times for her events were 11.14 seconds for the 100 m and 41.80 seconds for the 4 × 100 m.  

final_answer: In the 2018 European Championships in Berlin, Lansiquot placed 6th in the 100 m (11.14 seconds) and 1st in the 4 × 100 m (41.80 seconds).","In 2018, at the European Championships in Berlin, Lansiquot placed sixth in the 100 metres, before winning a gold medal in the 4 × 100 metres event.","6th in the 100m, 1st in the 4x100m 
","in 2018, at the european championships in berlin, lansiquot placed 6 in the 100 metres, before winning a gold medal in the 4 × 100 metres event","6 in the 100m, 1 in the 4x100m",20.689655172413794,0.0
117,117,Which French league and club team did Andreas Wolf play for during the 2012-13 season?,"Decompose to subquestions-  
sq1. What club did Andreas Wolf play for in the 2012-13 season? (independent)  
sq2. What league was that club part of in the 2012-13 season? (depends on sq1)  

Answers:  
Answer to sq1: Monaco  
Answer to sq2: Ligue 2  

Final answer: Monaco, Ligue 2.",Wolf played for the Monaco club in Ligue 2 during the 2012-2013 season.,"Monaco, Ligue 2 
",wolf played for the monaco club in ligue 2 during the 2012-2013 season,"monaco, ligue 2",42.857142857142854,0.0
118,118,How long did Matthews play for the OLA Jr A Whitby Warriors?,"Decompose to subquestions-  
sq1. What seasons did Mark Matthews play for the OLA Jr A Whitby Warriors? (independent)  
sq2. What is the total number of games played (GP) for each season listed? (depends on sq1)  
sq3. Combine the total games played across the seasons for OLA Jr A Whitby Warriors. (depends on sq2)  

answers:  
Answer to sq1: Mark Matthews played for the OLA Jr A Whitby Warriors in 2008, 2009, and 2011.  
Answer to sq2: Total GP for each season: 2008 - 20, 2009 - 12, 2011 - 13.  
Answer to sq3: Total GP = 20 + 12 + 13 = 45.  

final_answer: 45 games.",Matthews played for the OLA Jr A Whitby Warriors for three years.,"45 games 
",matthews played for the ola jr a whitby warriors for 3 years,45 games,0.0,0.0
119,119,"Did Kipsubai Koskei win a medal at any events in the African Championships, and if so what was his time and was it record-breaking?","Decompose to subquestions-  
sq1. What events did Kipsubai Koskei participate in at the African Championships? (independent)  
sq2. For each event, did he win a medal, and what was his time? (depends on sq1)  
sq3. Were any of his winning times record-breaking? (depends on sq2)  

answers:  
Answer to sq1: Kipsubai Koskei participated in the following events at the African Championships:  
- 5000 m (1984)  
- 10,000 m (1984)  
- 10,000 m (1985)  

Answer to sq2:  
- 5000 m (1984): 3rd place, time 13:42.05  
- 10,000 m (1984): 1st place, time 28:11.70 (CR)  
- 10,000 m (1985): 2nd place, time 28:26.63  

Answer to sq3:  
- 5000 m: No  
- 10,000 m (1984): Yes, it was a record (CR)  
- 10,000 m (1985): No  

final_answer: Yes, Kipsubai Koskei won a medal in the African Championships at the 10,000 m event in 1984 with a time of 28:11.70, and it was record-breaking (CR).","Kipsubai Koskei got a gold medal in the 10,000 metres at the African Championships, which he won in a championship record time of 28:11.70 minutes.","Yes, 28:11.70, record-breaking 
","kipsubai koskei got a gold medal in the 10,000 metres at the african championships, which he won in a championship record time of 28:11.70 minutes","yes, 28:11.70, record-breaking",8.333333333333332,0.0
