,Unnamed: 0,index,question,response,answer,output,conv_actual_answer,conv_predicted_answer,f1_score,exact
447,447,447,What did Tom Felton's performances in Harry Potter and the Half-Blood Prince win him in 2010 MTV Movie Awards?,"evidence: |
  The relevant rows contain information about Tom Felton's wins at the 2010 MTV Movie Awards:
  Year | Work | Award | Category | Result | Refs
  2010 | Harry Potter and the Deathly Hallows – Part 1 | MTV Movie Award | Best Villain | Won | -
answer: |
  In 2010, Tom Felton won Best Villain at the MTV Movie Awards for his performance in Harry Potter and the Deathly Hallows – Part 1.",Tom Felton's performances in Harry Potter and the Half-Blood Prince and Harry Potter and the Deathly Hallows – Part 1 won him two consecutive MTV Movie Awards for Best Villain in 2010.,"Best Villain 
",tom felton's performances in harry potter and the half-blood prince and harry potter and the deathly hallows - part 1 won him 2 consecutive mtv movie awards for best villain in 2010,best villain,12.903225806451612,0.0
448,448,448,How many appearances and seasons did O'Connor put in with Burnley?,"evidence: |
  The relevant rows contain information about James O'Connor's appearances and seasons with Burnley:
  Club | Season | League | League | League | FA Cup | FA Cup | League Cup | League Cup | Other | Other | Total | Total
  Burnley | 2004–05 | Championship | 21 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 23 | 2
  Burnley | 2005–06 | Championship | 45 | 3 | 1 | 0 | 3 | 0 | 0 | 0 | 49 | 3
  Burnley | 2006–07 | Championship | 42 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 44 | 3
  Burnley | 2007–08 | Championship | 29 | 3 | 1 | 0 | 3 | 0 | 0 | 0 | 33 | 3
  Burnley | Total | Total | 137 | 11 | 4 | 0 | 8 | 0 | 0 | 0 | 149 | 11
answer: |
  James O'Connor made 137 appearances over 4 seasons with Burnley.",O'Connor made 149 appearances in four seasons at the club.,"137 appearances, 4 seasons 
",o'connor made 149 appearances in 4 seasons at the club,"137 appearances, 4 seasons",46.15384615384615,0.0
449,449,449,Which roles did Drew Van Acker play from 2013 until 2017?,"evidence: |
  The relevant rows contain information about Drew Van Acker's roles from 2013 until 2017:
  Year | Title | Role | Notes
  2013–2015 | Devious Maids | Remi Delatour | Main role (seasons 1–2); guest role (season 3); 28 episodes
  2017 | Training Day | Detective Tommy Campbell | Main role; 13 episodes
answer: |
  From 2013 until 2017, Drew Van Acker played Remi Delatour in Devious Maids and Detective Tommy Campbell in Training Day.",Drew Van Acker starred as Remi Delatour on Devious Maids (2013–2015) and as Detective Tommy Campbell on Training Day (2017).,"Remi Delatour, Detective Tommy Campbell 
",drew van acker starred as remi delatour on devious maids,"remi delatour, detective toy campbell",26.666666666666668,0.0
450,450,450,Who came in 4th place in the men's 100 metre breaststroke during the 2008 Summer Olympics?,"evidence: |
  The relevant row contains information about the fourth place finisher in the men's 100 metre breaststroke at the 2008 Summer Olympics:
  Rank | Lane | Name | Nationality | Time | Notes
  4 | 2 | Brendan Hansen | United States | 59.57 | -
answer: |
  Brendan Hansen from the United States came in 4th place in the men's 100 metre breaststroke during the 2008 Summer Olympics with a time of 59.57.","U.S. swimmer Brendan Hansen pulled off fourth-place in 59.57, two-tenths of a second (0.20) behind Duboscq.","Brendan Hansen 
","u.s. swier brendan hansen pulled off 4-place in 59.57, 2-10s of a second (0.20) behind duboscq",brendan hansen,23.52941176470588,0.0
451,451,451,"What are the values for the final turnout, registered electors and total poll in the 2010 Sri Lankan presidential election?","evidence: |
  The relevant rows contain information about the final turnout, registered electors, and total poll in the 2010 Sri Lankan presidential election:
  Valid Votes | Valid Votes | Valid Votes | 10,393,613 | 100.00%
  Total Polled | Total Polled | Total Polled | 10,495,451 | -
  Registered Electors | Registered Electors | Registered Electors | 14,088,500 | -
  Turnout | Turnout | Turnout | 74.50% | -
answer: |
  The final turnout in the 2010 Sri Lankan presidential election was 74.50%, with registered electors totaling 14,088,500, and the total poll amounting to 10,495,451.","Final turnout was 74.5%, with 10,495,451 voting out of the 14,088,500 voters registered in the 2010 Sri Lankan presidential election.","['74.50%', '14,088,500', '10,495,451'] 
","final turnout was 74.5%, with 10,495,451 voting out of the 14,088,500 voters registered in the 2010 sri lankan presidential election","['74.50%', '14,088,500', '10,495,451']",19.04761904761905,0.0
452,452,452,What awards did Harry Nilsson win?,"evidence: |
  The relevant rows showing Harry Nilsson's awards are:
  Year | Nominee / work | Award | Result
  1970 | ""Everybody's Talkin'"" | Best Contemporary Vocal Performance, Male | Won
  1973 | ""Without You"" | Best Male Pop Vocal Performance | Won
answer: |
  Harry Nilsson won the Best Contemporary Vocal Performance, Male for ""Everybody's Talkin'"" in 1970 and the Best Male Pop Vocal Performance for ""Without You"" in 1973.","Harry Nilsson won Best Contemporary Vocal Performance, Male in 1970 for ""Everybody's Talkin'"" and Best Pop Vocal Performance in 1973 for ""Without You"".","Best Contemporary Vocal Performance, Male, Best Male Pop Vocal Performance 
","harry nilsson won best contemporary vocal performance, male in 1970 for everybody's talkin' and best pop vocal performance in 1973 for without you","best contemporary vocal performance, male, best male pop vocal performance",54.54545454545454,0.0
453,453,453,How well did Evans do in the 1921 Cardiganshire by-election?,"evidence: |
  The relevant row contains information about Ernest Evans's performance in the 1921 Cardiganshire by-election:
  Party | Candidate | Votes | % | ±
  Coalition Liberal | Ernest Evans | 14,111 | 57.3 | N/A
answer: |
  In the 1921 Cardiganshire by-election, Ernest Evans from the Coalition Liberal party received 14,111 votes, which was 57.3% of the total votes cast.","In the 1921 Cardiganshire by-election, Evans won the seat for the Coalition by a majority of 3,590 votes.","14,111 votes, 57.3% 
","in the 1921 cardiganshire by-election, evans won the seat for the coalition by a majority of 3,590 votes","14,111 votes, 57.3%",11.76470588235294,0.0
454,454,454,How did San Jose State's record change from 2000-01 to 2001-02?,"evidence: |
  The relevant rows contain information about San Jose State's records for the seasons 2000-01 and 2001-02:
  Season | Team | Overall | Conference | Standing | Postseason
  2000–01 | San Jose State | 14–14 | 6–10 | 7th | -
  2001–02 | San Jose State | 10–22 | 4–14 | 9th | -
answer: |
  San Jose State's record changed from 2000-01 to 2001-02, decreasing from 14 wins and 14 losses (14–14) to 10 wins and 22 losses (10–22) overall, as well as having a lower conference record, going from 6–10 in 2000-01 to 4–14 in 2001-02.",San Jose State dropped to a 10–22 record in 2001–02 from a 14-14 record in 2000-01.,"Decreased from 14-14 to 10-22 
",san jose state dropped to a 10-22 record in 2001-02 from a 14-14 record in 2000-2001,decreased from 14-14 to 10-22,42.105263157894726,0.0
455,455,455,What roles did Jordan Fry play in Charlie and the Chocolate Factory and Meet in the Robinsons?,"evidence: |
  The relevant rows contain information about Jordan Fry's roles:
  Year | Title                            | Role               | Notes
  2005 | Charlie and the Chocolate Factory | Mike Teavee       | -
  2007 | Meet the Robinsons               | Lewis             | Voice
answer: |
  Jordan Fry played Mike Teavee in Charlie and the Chocolate Factory and Lewis in Meet the Robinsons.","Jordan Fry played as Mike Teavee in the 2005 film, Charlie and the Chocolate Factory, and as Lewis in Meet the Robinsons.","Mike Teavee, Lewis 
","jordan fry played as mike teavee in the 2005 film, charlie and the chocolate factory, and as lewis in meet the robinsons","mike teavee, lewis",27.27272727272727,0.0
456,456,456,What did Angelson play in 2019?,"evidence: |
  The relevant row contains information about Genevieve Angelson's role in 2019:
  Year | Title | Role | Notes
  2019 | Flack | Ruth | Main cast
answer: |
  In 2019, Angelson played Ruth in the show Flack as a main cast member.","In 2019, Angelson played Ruth in Flack.","Ruth 
","in 2019, angelson played ruth in flack",ruth,25.0,0.0
457,457,457,What year did Lufshan Shakeeb appear in the most films?,"evidence: |
  The relevant rows contain information about Lufshan Shakeeb's film appearances:
  Year | Title | Role | Notes | Ref(s)
  2010 | Maafeh Neiy | Hamza | - | -
  2010 | Zalzalaa En'buri Aun | Ahmed | - | -
  2010 | The Tree | N/A | - | -
  
  In 2010, Lufshan Shakeeb appeared in 3 films (Maafeh Neiy, Zalzalaa En'buri Aun, The Tree), which is the highest number of film appearances in a single year compared to other years listed.
answer: |
  Lufshan Shakeeb appeared in the most films in 2010, with a total of 3 film appearances.","In 2011, Lufshan Shakeeb appeared in Loodhifa, Sazaa, E Bappa, and Wathan.","2010 
","in 2011, lufshan shakeeb appeared in loodhifa, sazaa, e bappa, and wathan",2010,0.0,0.0
458,458,458,What roles and from which television films did Kelly Jo Minter portray in 1986?,"evidence: |
  The relevant rows contain information about Kelly Jo Minter's roles in 1986:
  Year | Title | Role | Notes
  1986 | Charley Hannah | Toni | TV Movie
  1986 | Walt Disney's Wonderful World of Color | Vicky | 1 Episode, ""The Deacon Street Deer""
answer: |
  In 1986, Kelly Jo Minter portrayed Toni in the TV Movie Charley Hannah, and she played Vicky in the Walt Disney's Wonderful World of Color for 1 Episode titled ""The Deacon Street Deer.""","In 1986, Minter portrayed Toni in the television film Charley Hannah and Vicky in an episode of Walt Disney's Wonderful World of Color called ""The Deacon Street Deer"".","Toni in ""Charley Hannah"", Vicky in ""The Deacon Street Deer"" 
","in 1986, minter portrayed toni in the television film charley hannah and vicky in an episode of walt disney's wonderful world of color called the deacon street deer","toni in charley hannah, vicky in the deacon street deer",52.94117647058824,0.0
459,459,459,What happened to Jason Euell after 5 seasons in the Premier League playing for Wimbledon?,"evidence: |
  The relevant rows contain information about Jason Euell's career after playing 5 seasons in the Premier League for Wimbledon:
  | 1995–96 | Wimbledon | Premier League | 9 | 2 | - | - | 9 | 2 | - | - |
  | 1996–97 | Wimbledon | Premier League | 7 | 2 | - | - | 1 | 0 | 8 | 2 |
  | 1997–98 | Wimbledon | Premier League | 18 | 4 | 2 | 1 | 3 | 3 | 23 | 8 |
  | 1998–99 | Wimbledon | Premier League | 33 | 10 | 3 | 0 | 7 | 0 | 43 | 10 |
  | 1999–2000 | Wimbledon | Premier League | 38 | 4 | 2 | 0 | 5 | 1 | 45 | 5 |
  After spending 5 seasons in the Premier League with Wimbledon, Jason Euell continued his career in the First Division as noted in the 2000–01 season.
answer: |
  After 5 seasons in the Premier League playing for Wimbledon, Jason Euell moved to the First Division with Wimbledon in the 2000–01 season.","After 5 seasons with Wimbledon in the Premier League, Jason Euell spent the 2000–01 season with Wimbledon in the First Division.","Moved to the First Division 
","after 5 seasons with wimbledon in the premier league, jason euell spent the 2000-01 season with wimbledon in the first division",moved to the first division,18.18181818181818,0.0
460,460,460,Who were top two at the Miller High Life in 1986?,"evidence: |
  The relevant rows contain information about the standings after the Miller High Life 400 in 1986:
  Pos | Driver | Points | Differential
  - | Geoffrey Bodine | 332 | 0
  2 | Darrell Waltrip | 330 | 2
answer: |
  The top two drivers at the Miller High Life 400 in 1986 were Geoffrey Bodine in 1st place and Darrell Waltrip in 2nd place.",Geoffrey Bodine would lead the 1986 Miller High Life 400 with 332 points while Darrell Waltrip had only two points behind him.,"Geoffrey Bodine, Darrell Waltrip 
",geoffrey bodine would lead the 1986 miller high life 400 with 332 points while darrell waltrip had only 2 points behind him,"geoffrey bodine, darrell waltrip",32.0,0.0
